ID,RA_DMS,DEC_DMS,SEMI_MAJ_PC,SEMI_MIN_PC,AVG_RAD_PC,PA_DEG,ARM,DIST_ARM_PC,GAL_RAD_KPC,RA_DEG,DEC_DEG,SEMI_MAJ_ARCSEC,SEMI_MIN_ARCSEC
838,24d10m16.4s,15d48m42.0s,25,25,25,0,1,60,4.83,24.171222222222223,15.811666666666667,0.5240467638391675,0.5240467638391675
839,24d10m16.4s,15d48m36.4s,35,35,35,0,1,33,4.57,24.171222222222223,15.810111111111112,0.7336654693748346,0.7336654693748346
840,24d10m16.4s,15d47m22.6s,19,19,19,0,4,-57,1.11,24.171222222222223,15.78961111111111,0.3982755405177673,0.3982755405177673
841,24d10m16.5s,15d47m4.2s,35,35,35,0,4,-190,0.46,24.17125,15.7845,0.7336654693748346,0.7336654693748346
842,24d10m16.6s,15d47m14.6s,34,26,31,0,4,103,0.77,24.171277777777778,15.78738888888889,0.7127035988212679,0.5450086343927342
843,24d10m16.6s,15d48m2.1s,22,21,21,0,2,14,2.94,24.171277777777778,15.800583333333334,0.4611611521784674,0.44019928162490074
844,24d10m16.7s,15d48m39.3s,40,40,40,0,1,40,4.7,24.171305555555556,15.810916666666667,0.8384748221426681,0.8384748221426681
845,24d10m16.7s,15d48m40.5s,17,17,17,0,1,47,4.76,24.171305555555556,15.811250000000001,0.35635179941063394,0.35635179941063394
846,24d10m16.8s,15d47m13.6s,26,26,26,0,4,-110,0.73,24.171333333333333,15.78711111111111,0.5450086343927342,0.5450086343927342
847,24d10m16.8s,15d47m6.3s,21,21,21,0,4,-172,0.48,24.171333333333333,15.785083333333333,0.44019928162490074,0.44019928162490074
848,24d10m16.8s,15d47m53.8s,31,31,31,0,2,-61,2.55,24.171333333333333,15.798277777777777,0.6498179871605677,0.6498179871605677
849,24d10m16.9s,15d46m46.2s,16,16,16,0,2,-159,0.82,24.17136111111111,15.7795,0.3353899288570672,0.3353899288570672
850,24d10m16.9s,15d45m17.1s,30,30,30,0,2,-348,4.98,24.17136111111111,15.75475,0.628856116607001,0.628856116607001
851,24d10m17.0s,15d47m17.7s,39,38,38,0,4,78,0.89,24.17138888888889,15.78825,0.8175129515891013,0.7965510810355346
852,24d10m17.1s,15d46m55.0s,40,40,40,0,2,-217,0.5,24.17141666666667,15.781944444444445,0.8384748221426681,0.8384748221426681
853,24d10m17.1s,15d48m41.3s,31,31,31,0,1,51,4.8,24.17141666666667,15.811472222222223,0.6498179871605677,0.6498179871605677
854,24d10m17.1s,15d46m56.9s,44,44,44,0,2,-231,0.45,24.17141666666667,15.782472222222223,0.9223223043569349,0.9223223043569349
855,24d10m17.2s,15d45m59.1s,29,29,29,0,4,27,2.99,24.171444444444447,15.766416666666666,0.6078942460534343,0.6078942460534343
856,24d10m17.2s,15d46m0.7s,54,54,54,0,4,13,2.91,24.171444444444447,15.766861111111112,1.131941009892602,1.131941009892602
857,24d10m17.4s,15d46m32.7s,22,22,22,0,2,-116,1.41,24.1715,15.77575,0.4611611521784674,0.4611611521784674
858,24d10m17.5s,15d47m30.6s,157,117,143,-84,4,62,1.46,24.17152777777778,15.791833333333333,3.291013676909972,2.452538854767304
859,24d10m17.5s,15d48m33.7s,27,27,27,0,1,-34,4.44,24.17152777777778,15.809361111111112,0.565970504946301,0.565970504946301
860,24d10m17.5s,15d46m31.2s,42,41,41,0,2,-119,1.48,24.17152777777778,15.775333333333334,0.8803985632498015,0.8594366926962348
861,24d10m17.5s,15d48m35.7s,45,39,43,-90,1,-25,4.53,24.17152777777778,15.809916666666668,0.9432841749105015,0.8175129515891013
862,24d10m17.6s,15d46m60.0s,32,32,32,0,4,-225,0.38,24.171555555555557,15.783333333333335,0.6707798577141344,0.6707798577141344
863,24d10m17.6s,15d47m22.5s,15,13,14,90,4,-47,1.09,24.171555555555557,15.789583333333333,0.3144280583035005,0.2725043171963671
864,24d10m17.7s,15d47m21.6s,27,25,26,0,4,50,1.05,24.171583333333334,15.789333333333333,0.565970504946301,0.5240467638391675
865,24d10m17.7s,15d47m11.9s,50,30,43,0,4,121,0.64,24.171583333333334,15.78663888888889,1.048093527678335,0.628856116607001
866,24d10m18.0s,15d45m59.1s,19,19,19,0,4,28,2.98,24.171666666666667,15.766416666666666,0.3982755405177673,0.3982755405177673
867,24d10m18.0s,15d48m2.4s,31,31,31,0,2,16,2.95,24.171666666666667,15.800666666666668,0.6498179871605677,0.6498179871605677
868,24d10m18.2s,15d45m46.0s,24,24,24,0,4,142,3.6,24.171722222222222,15.762777777777778,0.5030848932856008,0.5030848932856008
869,24d10m18.2s,15d46m3.4s,31,31,31,0,4,-4,2.78,24.171722222222222,15.767611111111112,0.6498179871605677,0.6498179871605677
870,24d10m18.2s,15d47m10.7s,39,28,35,0,4,130,0.58,24.171722222222222,15.786305555555556,0.8175129515891013,0.5869323754998677
871,24d10m18.3s,15d47m38.8s,21,21,21,0,4,108,1.83,24.171750000000003,15.79411111111111,0.44019928162490074,0.44019928162490074
872,24d10m18.3s,15d48m39.8s,27,27,27,0,1,34,4.72,24.171750000000003,15.811055555555557,0.565970504946301,0.565970504946301
873,24d10m18.3s,15d47m3.9s,21,20,21,0,4,189,0.37,24.171750000000003,15.784416666666667,0.44019928162490074,0.41923741107133405
874,24d10m18.4s,15d46m32.4s,19,17,19,0,2,-124,1.41,24.17177777777778,15.775666666666668,0.3982755405177673,0.35635179941063394
875,24d10m18.4s,15d47m33.7s,16,15,16,90,4,75,1.59,24.17177777777778,15.792694444444445,0.3353899288570672,0.3144280583035005
876,24d10m18.6s,15d47m39.6s,22,22,22,0,4,111,1.87,24.171833333333336,15.794333333333332,0.4611611521784674,0.4611611521784674
877,24d10m18.6s,15d45m46.9s,40,40,40,0,4,135,3.56,24.171833333333336,15.763027777777777,0.8384748221426681,0.8384748221426681
878,24d10m18.6s,15d48m6.1s,22,22,22,0,2,43,3.12,24.171833333333336,15.801694444444445,0.4611611521784674,0.4611611521784674
879,24d10m18.8s,15d46m36.9s,31,31,31,0,2,-131,1.2,24.17188888888889,15.776916666666667,0.6498179871605677,0.6498179871605677
880,24d10m18.8s,15d48m36.7s,34,34,34,0,1,13,4.57,24.17188888888889,15.810194444444445,0.7127035988212679,0.7127035988212679
881,24d10m18.9s,15d46m42.0s,30,28,29,0,2,150,0.97,24.171916666666668,15.778333333333334,0.628856116607001,0.5869323754998677
882,24d10m18.9s,15d45m33.6s,54,54,54,0,4,253,4.19,24.171916666666668,15.759333333333334,1.131941009892602,1.131941009892602
883,24d10m19.0s,15d48m1.8s,22,22,22,0,2,6,2.91,24.171944444444446,15.800500000000001,0.4611611521784674,0.4611611521784674
884,24d10m19.0s,15d46m17.4s,117,117,117,0,4,-117,2.11,24.171944444444446,15.771500000000001,2.452538854767304,2.452538854767304
885,24d10m19.0s,15d46m29.8s,46,32,41,-20,2,-134,1.53,24.171944444444446,15.774944444444445,0.9642460454640682,0.6707798577141344
886,24d10m19.2s,15d46m31.4s,45,42,44,0,2,-133,1.45,24.172,15.77538888888889,0.9432841749105015,0.8803985632498015
887,24d10m19.3s,15d47m32.4s,66,46,59,70,4,61,1.52,24.172027777777778,15.792333333333334,1.3834834565354022,0.9642460454640682
888,24d10m19.3s,15d47m4.1s,17,15,16,0,4,186,0.34,24.172027777777778,15.784472222222222,0.35635179941063394,0.3144280583035005
889,24d10m19.3s,15d48m21.9s,30,30,30,0,1,-132,3.87,24.172027777777778,15.806083333333333,0.628856116607001,0.628856116607001
890,24d10m19.4s,15d45m35.5s,40,40,40,0,4,236,4.09,24.172055555555556,15.75986111111111,0.8384748221426681,0.8384748221426681
891,24d10m19.4s,15d48m8.1s,16,16,16,0,2,61,3.21,24.172055555555556,15.80225,0.3353899288570672,0.3353899288570672
892,24d10m19.7s,15d48m11.0s,20,20,20,0,2,87,3.35,24.17213888888889,15.803055555555556,0.41923741107133405,0.41923741107133405
893,24d10m19.8s,15d46m37.2s,16,16,16,0,2,-140,1.18,24.17216666666667,15.777000000000001,0.3353899288570672,0.3353899288570672
894,24d10m19.9s,15d48m12.1s,18,18,18,0,2,97,3.4,24.172194444444447,15.803361111111112,0.3773136699642006,0.3773136699642006
895,24d10m19.9s,15d48m32.3s,139,95,124,10,1,-38,4.36,24.172194444444447,15.808972222222224,2.9137000069457715,1.9913777025888366
896,24d10m20.0s,15d46m36.2s,26,23,25,0,2,-140,1.22,24.172222222222224,15.776722222222222,0.5450086343927342,0.4821230227320341
897,24d10m20.0s,15d47m33.0s,14,13,14,90,4,60,1.54,24.172222222222224,15.7925,0.2934661877499338,0.2725043171963671
898,24d10m20.0s,15d48m6.8s,39,28,35,-70,2,49,3.14,24.172222222222224,15.80188888888889,0.8175129515891013,0.5869323754998677
899,24d10m20.1s,15d48m1.9s,33,31,32,90,2,5,2.91,24.172250000000002,15.800527777777779,0.6917417282677011,0.6498179871605677
900,24d10m20.2s,15d48m13.8s,53,53,53,0,2,112,3.48,24.17227777777778,15.803833333333333,1.1109791393390354,1.1109791393390354
901,24d10m20.3s,15d48m8.6s,24,23,23,90,2,66,3.23,24.172305555555557,15.80238888888889,0.5030848932856008,0.4821230227320341
902,24d10m20.3s,15d46m41.5s,34,25,31,0,2,158,0.97,24.172305555555557,15.778194444444445,0.7127035988212679,0.5240467638391675
903,24d10m20.6s,15d46m48.0s,42,42,42,0,2,-194,0.67,24.17238888888889,15.780000000000001,0.8803985632498015,0.8803985632498015
904,24d10m20.7s,15d47m29.3s,18,17,18,0,4,33,1.37,24.172416666666667,15.791472222222222,0.3773136699642006,0.35635179941063394
905,24d10m20.7s,15d48m4.9s,50,50,50,0,2,32,3.05,24.172416666666667,15.801361111111111,1.048093527678335,1.048093527678335
906,24d10m21.0s,15d48m9.5s,19,18,19,90,2,74,3.27,24.1725,15.80263888888889,0.3982755405177673,0.3773136699642006
907,24d10m21.0s,15d46m39.2s,25,22,24,0,2,156,1.07,24.1725,15.777555555555557,0.5240467638391675,0.4611611521784674
908,24d10m21.1s,15d47m25.8s,15,15,15,0,4,15,1.2,24.17252777777778,15.7905,0.3144280583035005,0.3144280583035005
909,24d10m21.2s,15d48m33.5s,17,15,16,90,1,-27,4.41,24.172555555555558,15.809305555555556,0.35635179941063394,0.3144280583035005
910,24d10m21.2s,15d48m8.4s,15,14,15,90,2,64,3.22,24.172555555555558,15.802333333333333,0.3144280583035005,0.2934661877499338
911,24d10m21.3s,15d44m58.1s,13,13,13,0,2,-172,5.87,24.172583333333336,15.749472222222222,0.2725043171963671,0.2725043171963671
912,24d10m21.6s,15d47m25.1s,8,8,8,0,4,-9,1.16,24.172666666666668,15.790305555555555,0.1676949644285336,0.1676949644285336
913,24d10m21.6s,15d47m25.7s,15,15,15,90,4,9,1.19,24.172666666666668,15.790472222222222,0.3144280583035005,0.3144280583035005
914,24d10m21.7s,15d46m38.5s,21,20,20,0,2,159,1.09,24.172694444444446,15.777361111111112,0.44019928162490074,0.41923741107133405
915,24d10m21.7s,15d47m29.4s,10,10,10,0,4,27,1.36,24.172694444444446,15.7915,0.20961870553566703,0.20961870553566703
916,24d10m21.8s,15d47m26.9s,16,15,16,90,4,14,1.24,24.172722222222223,15.790805555555556,0.3353899288570672,0.3144280583035005
917,24d10m21.9s,15d48m32.7s,10,10,10,90,1,-34,4.37,24.17275,15.809083333333334,0.20961870553566703,0.20961870553566703
918,24d10m21.9s,15d48m33.3s,10,9,9,90,1,-29,4.4,24.17275,15.80925,0.20961870553566703,0.1886568349821003
919,24d10m21.9s,15d48m10.6s,37,37,37,0,2,83,3.32,24.17275,15.802944444444446,0.7755892104819679,0.7755892104819679
920,24d10m22.0s,15d47m3.6s,22,22,22,0,4,-188,0.21,24.172777777777778,15.784333333333333,0.4611611521784674,0.4611611521784674
921,24d10m22.3s,15d47m25.1s,21,19,20,90,4,-4,1.15,24.17286111111111,15.790305555555555,0.44019928162490074,0.3982755405177673
922,24d10m22.3s,15d48m7.7s,45,42,44,90,2,57,3.18,24.17286111111111,15.802138888888889,0.9432841749105015,0.8803985632498015
923,24d10m22.3s,15d48m14.0s,40,40,40,0,2,111,3.48,24.17286111111111,15.80388888888889,0.8384748221426681,0.8384748221426681
924,24d10m22.4s,15d46m16.3s,30,30,30,0,4,-100,2.15,24.17288888888889,15.771194444444445,0.628856116607001,0.628856116607001
925,24d10m22.5s,15d47m12.4s,26,26,26,0,4,-109,0.56,24.17291666666667,15.786777777777777,0.5450086343927342,0.5450086343927342
926,24d10m22.7s,15d47m26.1s,18,17,18,90,4,6,1.2,24.172972222222224,15.790583333333334,0.3773136699642006,0.35635179941063394
927,24d10m22.7s,15d46m56.6s,20,20,20,0,4,-251,0.26,24.172972222222224,15.78238888888889,0.41923741107133405,0.41923741107133405
928,24d10m23.0s,15d48m36.5s,34,34,34,0,1,-8,4.55,24.173055555555557,15.81013888888889,0.7127035988212679,0.7127035988212679
929,24d10m23.1s,15d46m57.5s,15,15,15,0,4,-243,0.22,24.173083333333334,15.78263888888889,0.3144280583035005,0.3144280583035005
930,24d10m23.1s,15d48m4.5s,28,28,28,0,2,29,3.03,24.173083333333334,15.801250000000001,0.5869323754998677,0.5869323754998677
931,24d10m23.3s,15d47m29.9s,119,92,110,85,4,21,1.38,24.17313888888889,15.791638888888889,2.4944625958744373,1.9284920909281364
932,24d10m23.4s,15d46m56.9s,24,24,24,0,4,-248,0.23,24.173166666666667,15.782472222222223,0.5030848932856008,0.5030848932856008
933,24d10m23.4s,15d47m5.2s,37,37,37,0,4,-174,0.23,24.173166666666667,15.784777777777778,0.7755892104819679,0.7755892104819679
934,24d10m23.5s,15d47m12.1s,34,34,34,0,4,-111,0.54,24.173194444444444,15.786694444444445,0.7127035988212679,0.7127035988212679
935,24d10m23.6s,15d47m28.0s,20,19,20,0,4,7,1.29,24.173222222222222,15.79111111111111,0.41923741107133405,0.3982755405177673
936,24d10m23.7s,15d48m12.3s,21,21,21,0,2,93,3.4,24.17325,15.803416666666667,0.44019928162490074,0.44019928162490074
937,24d10m23.7s,15d48m7.8s,26,22,25,90,2,54,3.18,24.17325,15.802166666666668,0.5450086343927342,0.4611611521784674
938,24d10m23.9s,15d46m37.3s,43,43,43,0,2,-175,1.14,24.173305555555558,15.777027777777779,0.9013604338033682,0.9013604338033682
939,24d10m24.1s,15d48m6.5s,23,23,23,0,2,43,3.12,24.173361111111113,15.801805555555557,0.4821230227320341,0.4821230227320341
940,24d10m24.1s,15d46m27.3s,31,22,28,0,2,-183,1.61,24.173361111111113,15.77425,0.6498179871605677,0.4611611521784674
941,24d10m24.5s,15d48m6.1s,16,16,16,0,2,38,3.1,24.173472222222223,15.801694444444445,0.3353899288570672,0.3353899288570672
942,24d10m24.6s,15d48m11.9s,21,20,21,90,2,89,3.38,24.1735,15.803305555555557,0.44019928162490074,0.41923741107133405
943,24d10m24.6s,15d47m22.5s,28,28,28,0,4,-24,1.02,24.1735,15.789583333333333,0.5869323754998677,0.5869323754998677
944,24d10m24.6s,15d48m8.1s,23,22,23,0,2,55,3.2,24.1735,15.80225,0.4821230227320341,0.4611611521784674
945,24d10m24.7s,15d46m37.8s,27,27,27,0,2,-183,1.12,24.173527777777778,15.777166666666668,0.565970504946301,0.565970504946301
946,24d10m25.1s,15d48m37.3s,49,41,46,0,1,-10,4.59,24.173638888888892,15.810361111111112,1.0271316571247684,0.8594366926962348
947,24d10m25.6s,15d47m24.6s,25,18,23,0,4,22,1.12,24.17377777777778,15.790166666666666,0.5240467638391675,0.3773136699642006
948,24d10m25.7s,15d48m10.9s,42,40,41,90,2,79,3.33,24.173805555555557,15.803027777777778,0.8803985632498015,0.8384748221426681
949,24d10m26.3s,15d47m0.5s,241,183,222,0,4,218,0.03,24.173972222222222,15.783472222222223,5.051810803409575,3.836022311302706
950,24d10m26.5s,15d47m13.0s,33,33,33,0,4,-108,0.57,24.17402777777778,15.786944444444444,0.6917417282677011,0.6917417282677011
951,24d10m26.6s,15d46m39.5s,24,24,24,0,2,-203,1.03,24.174055555555558,15.77763888888889,0.5030848932856008,0.5030848932856008
952,24d10m26.7s,15d46m30.9s,65,53,61,0,2,-198,1.44,24.174083333333336,15.775250000000002,1.3625215859818356,1.1109791393390354
953,24d10m26.7s,15d47m24.7s,26,26,26,0,4,-30,1.13,24.174083333333336,15.790194444444444,0.5450086343927342,0.5450086343927342
954,24d10m26.7s,15d48m12.3s,49,36,44,90,2,92,3.39,24.174083333333336,15.803416666666667,1.0271316571247684,0.7546273399284013
955,24d10m26.9s,15d47m37.6s,34,34,34,0,4,63,1.74,24.17413888888889,15.793777777777777,0.7127035988212679,0.7127035988212679
956,24d10m27.0s,15d47m26.0s,54,47,51,0,4,-26,1.19,24.174166666666668,15.790555555555555,1.131941009892602,0.9852079160176349
957,24d10m27.0s,15d47m23.9s,21,14,18,0,4,36,1.09,24.174166666666668,15.789972222222222,0.44019928162490074,0.2934661877499338
958,24d10m27.1s,15d48m8.2s,103,64,90,-60,2,55,3.2,24.174194444444446,15.802277777777778,2.15907266701737,1.3415597154282688
959,24d10m27.1s,15d46m0.2s,33,33,33,0,4,44,2.91,24.174194444444446,15.766722222222223,0.6917417282677011,0.6917417282677011
960,24d10m27.4s,15d47m23.4s,13,9,12,0,4,41,1.07,24.174277777777778,15.789833333333334,0.2725043171963671,0.1886568349821003
961,24d10m27.4s,15d47m21.0s,18,18,18,0,4,51,0.95,24.174277777777778,15.789166666666667,0.3773136699642006,0.3773136699642006
962,24d10m27.5s,15d45m15.0s,21,21,21,0,2,-301,5.07,24.174305555555556,15.754166666666666,0.44019928162490074,0.44019928162490074
963,24d10m27.5s,15d47m28.1s,35,35,35,0,4,-17,1.29,24.174305555555556,15.791138888888888,0.7336654693748346,0.7336654693748346
964,24d10m27.6s,15d48m6.6s,22,22,22,0,2,41,3.13,24.174333333333333,15.801833333333335,0.4611611521784674,0.4611611521784674
965,24d10m27.6s,15d46m53.9s,28,28,28,0,2,-274,0.35,24.174333333333333,15.78163888888889,0.5869323754998677,0.5869323754998677
966,24d10m27.7s,15d46m43.1s,13,12,13,0,2,222,0.86,24.17436111111111,15.77863888888889,0.2725043171963671,0.2515424466428004
967,24d10m27.8s,15d45m51.0s,68,68,68,0,4,127,3.35,24.174388888888892,15.764166666666666,1.4254071976425358,1.4254071976425358
968,24d10m28.0s,15d47m7.7s,26,26,26,0,4,-158,0.33,24.174444444444447,15.785472222222221,0.5450086343927342,0.5450086343927342
969,24d10m28.0s,15d47m20.4s,28,23,26,0,4,59,0.92,24.174444444444447,15.789,0.5869323754998677,0.4821230227320341
970,24d10m28.1s,15d47m59.9s,28,23,26,0,2,-12,2.8,24.174472222222224,15.799972222222221,0.5869323754998677,0.4821230227320341
971,24d10m28.2s,15d46m36.9s,44,44,44,0,2,-212,1.16,24.174500000000002,15.776916666666667,0.9223223043569349,0.9223223043569349
972,24d10m28.2s,15d46m35.6s,40,40,40,0,2,-211,1.22,24.174500000000002,15.776555555555557,0.8384748221426681,0.8384748221426681
973,24d10m28.3s,15d48m8.8s,18,17,17,0,2,61,3.23,24.17452777777778,15.802444444444445,0.3773136699642006,0.35635179941063394
974,24d10m28.4s,15d48m13.6s,23,22,23,90,2,104,3.46,24.174555555555557,15.803777777777778,0.4821230227320341,0.4611611521784674
975,24d10m28.4s,15d47m24.6s,43,29,38,0,4,44,1.12,24.174555555555557,15.790166666666666,0.9013604338033682,0.6078942460534343
976,24d10m28.6s,15d47m31.9s,13,13,13,0,4,12,1.47,24.174611111111112,15.792194444444444,0.2725043171963671,0.2725043171963671
977,24d10m28.6s,15d45m55.5s,51,51,51,0,4,86,3.13,24.174611111111112,15.765416666666667,1.0690553982319018,1.0690553982319018
978,24d10m28.8s,15d46m41.2s,42,42,42,0,2,-225,0.96,24.174666666666667,15.778111111111112,0.8803985632498015,0.8803985632498015
979,24d10m28.9s,15d47m31.0s,24,19,23,90,4,4,1.43,24.174694444444444,15.791944444444445,0.5030848932856008,0.3982755405177673
980,24d10m28.9s,15d48m23.4s,39,39,39,0,1,-133,3.93,24.174694444444444,15.806500000000002,0.8175129515891013,0.8175129515891013
981,24d10m28.9s,15d47m30.2s,15,15,15,0,4,-2,1.4,24.174694444444444,15.791722222222223,0.3144280583035005,0.3144280583035005
982,24d10m29.0s,15d48m10.3s,35,25,31,90,2,75,3.3,24.174722222222222,15.802861111111111,0.7336654693748346,0.5240467638391675
983,24d10m29.1s,15d47m8.2s,18,18,18,0,4,-157,0.37,24.17475,15.78561111111111,0.3773136699642006,0.3773136699642006
984,24d10m29.1s,15d47m22.5s,26,25,25,0,4,58,1.03,24.17475,15.789583333333333,0.5450086343927342,0.5240467638391675
985,24d10m29.2s,15d47m12.6s,17,17,17,0,4,-121,0.57,24.17477777777778,15.786833333333334,0.35635179941063394,0.35635179941063394
986,24d10m29.2s,15d47m21.0s,32,27,30,0,4,65,0.96,24.17477777777778,15.789166666666667,0.6707798577141344,0.565970504946301
987,24d10m29.3s,15d47m19.2s,29,21,26,0,4,74,0.88,24.174805555555558,15.788666666666666,0.6078942460534343,0.44019928162490074
988,24d10m29.3s,15d46m50.4s,40,40,40,0,2,-266,0.53,24.174805555555558,15.780666666666667,0.8384748221426681,0.8384748221426681
989,24d10m29.3s,15d48m25.1s,30,30,30,0,1,-121,4.01,24.174805555555558,15.806972222222223,0.628856116607001,0.628856116607001
990,24d10m29.3s,15d48m22.1s,75,65,71,0,1,-146,3.87,24.174805555555558,15.80613888888889,1.5721402915175027,1.3625215859818356
991,24d10m29.4s,15d48m12.8s,34,30,33,0,2,98,3.42,24.174833333333336,15.803555555555556,0.7127035988212679,0.628856116607001
992,24d10m29.4s,15d46m43.1s,14,14,14,0,2,-236,0.87,24.174833333333336,15.77863888888889,0.2934661877499338,0.2934661877499338
993,24d10m29.5s,15d47m25.7s,17,17,17,90,4,-43,1.19,24.174861111111113,15.790472222222222,0.35635179941063394,0.35635179941063394
994,24d10m29.5s,15d48m12.2s,85,59,76,-30,2,93,3.39,24.174861111111113,15.80338888888889,1.7817589970531698,1.2367503626604355
995,24d10m29.8s,15d46m42.0s,21,20,21,0,2,236,0.93,24.174944444444446,15.778333333333334,0.44019928162490074,0.41923741107133405
996,24d10m29.9s,15d46m36.2s,37,37,37,0,2,-225,1.2,24.174972222222223,15.776722222222222,0.7755892104819679,0.7755892104819679
997,24d10m29.9s,15d47m9.7s,23,23,23,0,4,-147,0.45,24.174972222222223,15.786027777777777,0.4821230227320341,0.4821230227320341
998,24d10m29.9s,15d45m58.1s,155,133,148,-30,4,63,3.01,24.174972222222223,15.76613888888889,3.2490899358028384,2.787928783624371
999,24d10m30.0s,15d47m26.0s,12,11,12,90,4,-40,1.2,24.175,15.790555555555555,0.2515424466428004,0.2305805760892337
1000,24d10m30.0s,15d48m20.7s,27,27,27,0,1,-160,3.8,24.175,15.805750000000002,0.565970504946301,0.565970504946301
1001,24d10m30.1s,15d46m37.7s,26,26,26,0,2,-229,1.13,24.17502777777778,15.77713888888889,0.5450086343927342,0.5450086343927342
1002,24d10m30.2s,15d46m44.4s,12,11,12,0,2,247,0.82,24.175055555555556,15.779000000000002,0.2515424466428004,0.2305805760892337
1003,24d10m30.2s,15d47m17.8s,64,63,64,0,4,88,0.82,24.175055555555556,15.788277777777777,1.3415597154282688,1.3205978448747022
1004,24d10m30.2s,15d48m14.1s,27,27,27,0,2,111,3.49,24.175055555555556,15.803916666666668,0.565970504946301,0.565970504946301
1005,24d10m30.3s,15d48m16.6s,45,45,45,0,2,133,3.61,24.175083333333333,15.804611111111111,0.9432841749105015,0.9432841749105015
1006,24d10m30.3s,15d46m42.6s,20,19,20,0,2,242,0.91,24.175083333333333,15.778500000000001,0.41923741107133405,0.3982755405177673
1007,24d10m30.4s,15d48m36.9s,84,66,78,20,1,-30,4.58,24.17511111111111,15.81025,1.760797126499603,1.3834834565354022
1008,24d10m30.4s,15d47m1.5s,68,43,59,0,4,218,0.21,24.17511111111111,15.78375,1.4254071976425358,0.9013604338033682
1009,24d10m30.4s,15d47m21.6s,50,37,46,0,4,71,1.0,24.17511111111111,15.789333333333333,1.048093527678335,0.7755892104819679
1010,24d10m30.5s,15d47m29.6s,11,11,11,90,4,-10,1.38,24.175138888888892,15.791555555555556,0.2305805760892337,0.2305805760892337
1011,24d10m30.5s,15d45m51.0s,39,39,39,0,4,127,3.35,24.175138888888892,15.764166666666666,0.8175129515891013,0.8175129515891013
1012,24d10m30.5s,15d48m12.9s,21,20,21,90,2,101,3.43,24.175138888888892,15.803583333333334,0.44019928162490074,0.41923741107133405
1013,24d10m30.6s,15d48m19.0s,48,48,48,0,2,155,3.72,24.17516666666667,15.805277777777778,1.0061697865712016,1.0061697865712016
1014,24d10m30.6s,15d46m40.3s,20,20,20,0,2,238,1.02,24.17516666666667,15.777861111111111,0.41923741107133405,0.41923741107133405
1015,24d10m30.6s,15d48m23.0s,22,22,22,0,1,-142,3.91,24.17516666666667,15.80638888888889,0.4611611521784674,0.4611611521784674
1016,24d10m30.8s,15d47m24.7s,19,18,19,90,4,-52,1.15,24.175222222222224,15.790194444444444,0.3982755405177673,0.3773136699642006
1017,24d10m30.8s,15d48m42.0s,43,27,38,0,1,8,4.82,24.175222222222224,15.811666666666667,0.9013604338033682,0.565970504946301
1018,24d10m30.9s,15d47m30.1s,35,27,32,0,4,-10,1.4,24.175250000000002,15.791694444444444,0.7336654693748346,0.565970504946301
1019,24d10m31.0s,15d48m42.5s,12,12,12,90,1,13,4.84,24.17527777777778,15.811805555555557,0.2515424466428004,0.2515424466428004
1020,24d10m31.0s,15d48m39.4s,32,32,32,0,1,-14,4.69,24.17527777777778,15.810944444444445,0.6707798577141344,0.6707798577141344
1021,24d10m31.0s,15d48m21.3s,24,24,24,0,1,-158,3.83,24.17527777777778,15.805916666666667,0.5030848932856008,0.5030848932856008
1022,24d10m31.0s,15d47m31.3s,14,12,13,0,4,-2,1.46,24.17527777777778,15.792027777777777,0.2934661877499338,0.2515424466428004
1023,24d10m31.0s,15d47m26.1s,49,28,42,20,4,-41,1.22,24.17527777777778,15.790583333333334,1.0271316571247684,0.5869323754998677
1024,24d10m31.2s,15d47m40.2s,68,68,68,0,4,80,1.88,24.175333333333334,15.7945,1.4254071976425358,1.4254071976425358
1025,24d10m31.3s,15d46m37.0s,44,43,44,0,2,-238,1.18,24.175361111111112,15.776944444444446,0.9223223043569349,0.9013604338033682
1026,24d10m31.4s,15d46m17.3s,21,21,21,0,4,-95,2.11,24.17538888888889,15.771472222222224,0.44019928162490074,0.44019928162490074
1027,24d10m31.4s,15d46m39.9s,18,18,18,0,2,-244,1.04,24.17538888888889,15.777750000000001,0.3773136699642006,0.3773136699642006
1028,24d10m31.5s,15d46m40.6s,18,17,18,0,2,246,1.01,24.175416666666667,15.777944444444445,0.3773136699642006,0.35635179941063394
1029,24d10m31.6s,15d46m41.6s,17,16,17,0,2,249,0.97,24.175444444444445,15.778222222222222,0.35635179941063394,0.3353899288570672
1030,24d10m31.6s,15d48m12.5s,12,12,12,0,2,100,3.41,24.175444444444445,15.803472222222222,0.2515424466428004,0.2515424466428004
1031,24d10m31.6s,15d47m26.6s,14,14,14,90,4,-39,1.24,24.175444444444445,15.790722222222222,0.2934661877499338,0.2934661877499338
1032,24d10m31.7s,15d48m13.6s,33,25,30,-60,2,110,3.47,24.175472222222222,15.803777777777778,0.6917417282677011,0.5240467638391675
1033,24d10m31.8s,15d46m42.6s,12,12,12,0,2,-254,0.92,24.1755,15.778500000000001,0.2515424466428004,0.2515424466428004
1034,24d10m31.8s,15d46m38.7s,23,22,22,90,2,-245,1.1,24.1755,15.777416666666667,0.4821230227320341,0.4611611521784674
1035,24d10m31.9s,15d46m39.6s,14,14,14,0,2,-247,1.06,24.17552777777778,15.777666666666667,0.2934661877499338,0.2934661877499338
